district_id,school_id,school_name,school_type,school_level,enroll21_nces
5500240,550024000024,ALMOND-BANCROFT HIGH,1-Regular school,High,111
2602670,260267003982,ALMONT HIGH SCHOOL,1-Regular school,High,446
4101920,410192001239,ALOHA HIGH SCHOOL,1-Regular school,High,1766
1200870,120087003711,ALONSO HIGH SCHOOL,1-Regular school,High,2514
1200390,120039007635,ALONZO & TRACY MOURNING SENIOR HIGH SCHOOL,1-Regular school,High,1564
0602010,060201000088,ALPAUGH -SENIOR HIGH,1-Regular school,High,105
2602730,260273003984,ALPENA HIGH SCHOOL,1-Regular school,High,1147
0502280,050228000007,ALPENA HIGH SCHOOL,1-Regular school,High,230
0601636,060163613926,ALPHA CINDY AVITIA HIGH,1-Regular school,High,515
1302280,130228003364,ALPHARETTA HIGH SCHOOL,1-Regular school,High,2294
3200001,320000100800,ALPINE ACADEMY HIGH SCHOOL,1-Regular school,High,116
4807950,480795000124,ALPINE H S,1-Regular school,High,318
4900142,490014200659,ALTA HIGH,1-Regular school,High,2213
0608160,060816000790,ALTA LOMA HIGH,1-Regular school,High,2461
3501080,350108001104,ALTA VISTA EARLY COLLEGE HIGH SCHOOL,1-Regular school,High,205
0601625,060162514154,ALTA VISTA INNOVATION HIGH,1-Regular school,High,2068
1903480,190348000046,ALTA-AURELIA HIGH SCHOOL,1-Regular school,High,212
4900240,490024000158,ALTAMONT HIGH,1-Regular school,High,254
1703510,170351000034,ALTAMONT HIGH SCHOOL,1-Regular school,High,253
5100600,510060000220,ALTAVISTA HIGH,1-Regular school,High,672
1304380,130438004211,ALTERNATIVE EDUCATION CENTER AT LAMAR,1-Regular school,High,NA
3403000,340300000223,ALTERNATIVE HIGH SCHOOL,1-Regular school,High,27
5308250,530825000074,ALTERNATIVE TAMARACK SCHOOL,1-Regular school,High,7
0601635,060163508674,ALTERNATIVES IN ACTION,1-Regular school,High,167
3602820,360282000055,ALTMAR-PARISH-WILLIAMSTOWN JR/SR HIGH SCHOOL,1-Regular school,High,526
4807980,480798000127,ALTO H S,1-Regular school,High,191
2903060,290306000016,ALTON HIGH,1-Regular school,High,320
1703600,170360000035,ALTON HIGH SCHOOL,1-Regular school,High,2023
4202340,420234000913,ALTOONA AREA HS,1-Regular school,High,2208
5500270,550027000026,ALTOONA HIGH,1-Regular school,High,490
2004170,200417001872,ALTOONA-MIDWAY MIDDLE/HIGH SCHOOL,1-Regular school,High,102
4002850,400285000030,ALTUS HS,1-Regular school,High,829
4002880,400288000042,ALVA HS,1-Regular school,High,246
4800011,480001100128,ALVARADO H S,1-Regular school,High,1121
4700144,470014402133,ALVIN C. YORK INSTITUTE,1-Regular school,High,493
3303930,330393000179,ALVIRNE HIGH SCHOOL,1-Regular school,High,1091
4808100,480810000141,ALVORD H S,1-Regular school,High,216
1703660,170366000058,ALWOOD  MIDDLE/HIGH SCHOOL,1-Regular school,High,165
0602450,060245008786,AMADOR HIGH,1-Regular school,High,638
0600020,060002009282,AMADOR VALLEY HIGH,1-Regular school,High,2744
2800198,280019801512,AMANDA ELZY HIGH SCHOOL,1-Regular school,High,370
3904684,390468402672,AMANDA-CLEARCREEK HIGH SCHOOL,1-Regular school,High,415
4808130,480813000142,AMARILLO H S,1-Regular school,High,2164
0622710,062271012559,AMBASSADOR-GLOBAL LEADERSHIP,1-Regular school,High,568
4002910,400291029680,AMBER-POCASSET HS,1-Regular school,High,180
1703690,170369000060,AMBOY HIGH SCHOOL,1-Regular school,High,209
4202440,420244006555,AMBRIDGE AREA HS,1-Regular school,High,728
5100180,510018001828,AMELIA COUNTY HIGH,1-Regular school,High,496
4900186,490018601483,AMERICAN ACADEMY OF INNOVATION,1-Regular school,High,401
0626640,062664012535,AMERICAN CANYON HIGH,1-Regular school,High,1707
3601119,360111906495,AMERICAN DREAM CHARTER SCHOOL,1-Regular school,High,588
1600060,160006000003,AMERICAN FALLS HIGH SCHOOL,1-Regular school,High,450
4900030,490003000002,AMERICAN FORK HIGH,1-Regular school,High,2410
0614400,061440001654,AMERICAN HIGH,1-Regular school,High,2544
3411340,341134000791,AMERICAN HISTORY HIGH SCHOOL,1-Regular school,High,445
2600986,260098608795,AMERICAN INTERNATIONAL ACADEMY HIGH SCHOOLMIDDLE SCHOOLL,1-Regular school,High,256
4900005,490000501471,AMERICAN PREPARATORY ACADEMY - DRAPER #3,1-Regular school,High,735
1200390,120039000589,AMERICAN SENIOR HIGH SCHOOL,1-Regular school,High,1799
4840710,484071007276,AMERICAS H S,1-Regular school,High,2527
1304620,130462000001,AMERICUS SUMTER HIGH SCHOOL (OLD AMERICUS-SUMTER HS S),1-Regular school,High,709
5500300,550030000030,AMERY HIGH,1-Regular school,High,470
1903540,190354000050,AMES HIGH SCHOOL,1-Regular school,High,1370
2501860,250186000034,AMESBURY HIGH,1-Regular school,High,521
2501860,250186002841,AMESBURY INNOVATION HIGH SCHOOL,1-Regular school,High,42
3602920,360292000061,AMHERST CENTRAL HIGH SCHOOL,1-Regular school,High,882
5100210,510021000065,AMHERST COUNTY HIGH,1-Regular school,High,1195
5500330,550033000033,AMHERST HIGH,1-Regular school,High,342
3100070,310007000019,AMHERST HIGH SCHOOL,1-Regular school,High,186
2501920,250192000042,AMHERST REGIONAL HIGH,1-Regular school,High,870
2800420,280042000027,AMITE COUNTY HIGH SCHOOL,1-Regular school,High,416
2201680,220168001298,AMITE HIGH MAGNET,1-Regular school,High,433
4101230,410123001263,AMITY HIGH SCHOOL,1-Regular school,High,239
0903660,090366000770,AMITY REGIONAL HIGH SCHOOL,1-Regular school,High,1444
3602940,360294000063,AMITYVILLE MEMORIAL HIGH SCHOOL,1-Regular school,High,926
2800450,280045000029,AMORY HIGH SCHOOL,1-Regular school,High,461
1708400,170840000458,AMOS ALONZO STAGG HIGH SCHOOL,1-Regular school,High,2497
1201110,120111001176,AMOS P. GODBY HIGH SCHOOL,1-Regular school,High,1422
0400680,040068000032,AMPHITHEATER HIGH SCHOOL,1-Regular school,High,975
3602970,360297000068,AMSTERDAM HIGH SCHOOL,1-Regular school,High,1165
4808130,480813007086,AMTECH CAREER ACADEMY,1-Regular school,High,10
1709930,170993000587,AMUNDSEN HIGH SCHOOL,1-Regular school,High,1489
3500131,350013100810,AMY BIEHL CHARTER HIGH SCHOOL,1-Regular school,High,277
2201830,220183001405,ANACOCO HIGH SCHOOL,1-Regular school,High,345
3002030,300203000015,ANACONDA SR HIGH SCHOOL,1-Regular school,High,309
5300150,530015000016,ANACORTES HIGH SCHOOL,1-Regular school,High,750
1100030,110003000085,ANACOSTIA HS,1-Regular school,High,326
4003000,400300000050,ANADARKO HS,1-Regular school,High,415
0602630,060263000169,ANAHEIM HIGH,1-Regular school,High,2777
4808190,480819000190,ANAHUAC H S,1-Regular school,High,394
0602670,060267000193,ANALY HIGH,1-Regular school,High,1158
1903570,190357000061,ANAMOSA HIGH SCHOOL,1-Regular school,High,402
2602790,260279003997,ANCHOR BAY HIGH SCHOOL,1-Regular school,High,1868
1201530,120153007618,ANCLOTE HIGH SCHOOL,1-Regular school,High,1198
2011080,201108000387,ANDALE HIGH,1-Regular school,High,371
0100060,010006000007,ANDALUSIA HIGH SCHOOL,1-Regular school,High,514
4500900,450090001602,ANDERSON  FIVE CHARTER SCHOOL,1-Regular school,High,72
2100120,210012000016,ANDERSON COUNTY HIGH SCHOOL,1-Regular school,High,902
4700090,470009001871,ANDERSON COUNTY HIGH SCHOOL,1-Regular school,High,1095
2006450,200645000206,ANDERSON COUNTY JR/SR HIGH SCHOOL,1-Regular school,High,449
4808940,480894000292,ANDERSON H S,1-Regular school,High,2241
0602700,060270000196,ANDERSON HIGH,1-Regular school,High,466
3904734,390473402843,ANDERSON HIGH SCHOOL,1-Regular school,High,1215
1800150,180015000029,ANDERSON HIGH SCHOOL,1-Regular school,High,1786
0602700,060270010671,ANDERSON NEW TECHNOLOGY HIGH,1-Regular school,High,127
0602730,060273000199,ANDERSON VALLEY JUNIOR-SENIOR HIGH,1-Regular school,High,221
0615240,061524007518,ANDERSON W. CLARK MAGNET HIGH,1-Regular school,High,1192
4808230,480823000193,ANDERSON-SHIRO JR/SR H S,1-Regular school,High,470
4639540,463954000360,ANDES CENTRAL HIGH SCHOOL - 01,1-Regular school,High,78
2003360,200336001567,ANDOVER CENTRAL HIGH SCHOOL,1-Regular school,High,805
2501950,250195000045,ANDOVER HIGH,1-Regular school,High,1756
2003360,200336000860,ANDOVER HIGH,1-Regular school,High,902
2703180,270318003170,ANDOVER HIGH SCHOOL,1-Regular school,High,1679
0408850,040885003272,ANDRADA POLYTECHNIC HIGH SCHOOL,1-Regular school,High,710
4818300,481830001661,ANDRESS H S,1-Regular school,High,1450
4502580,450258000688,ANDREW JACKSON HIGH,1-Regular school,High,631
1200480,120048000649,ANDREW JACKSON HIGH SCHOOL,1-Regular school,High,960
0611820,061182001301,ANDREW P. HILL HIGH,1-Regular school,High,1882
4808280,480828000194,ANDREWS H S,1-Regular school,High,1146
3700780,370078000318,ANDREWS HIGH,1-Regular school,High,203
4502280,450228000482,ANDREWS HIGH,1-Regular school,High,540
4841220,484122010786,ANDY DEKANEY H S,1-Regular school,High,2192
0613360,061336010429,ANGELO RODRIGUEZ HIGH,1-Regular school,High,2008
4808310,480831000200,ANGLETON H S,1-Regular school,High,1988
1811100,181110001797,ANGOLA HIGH SCHOOL,1-Regular school,High,822
0200760,020076000663,ANIAK JR/SR HIGH SCHOOL,1-Regular school,High,61
3500090,350009000619,ANIMAS 7-12 SCHOOL,1-Regular school,High,73
0800020,080002006418,ANIMAS HIGH SCHOOL,1-Regular school,High,198
0602307,060230714151,ANIMO CITY OF CHAMPIONS CHARTER HIGH,1-Regular school,High,353
0602187,060218714269,ANIMO COMPTON CHARTER,1-Regular school,High,222
0602471,060247110538,ANIMO INGLEWOOD CHARTER HIGH,1-Regular school,High,635
0601657,060165711636,ANIMO JACKIE ROBINSON HIGH,1-Regular school,High,634
0602052,060205208504,ANIMO LEADERSHIP HIGH,1-Regular school,High,654
0602257,060225710849,ANIMO PAT BROWN,1-Regular school,High,633
0601899,060189911635,ANIMO RALPH BUNCHE CHARTER HIGH,1-Regular school,High,617
0602435,060243510836,ANIMO SOUTH LOS ANGELES CHARTER,1-Regular school,High,650
0602461,060246110848,ANIMO VENICE CHARTER HIGH,1-Regular school,High,521
0602219,060221911640,ANIMO WATTS COLLEGE PREPARATORY ACADEMY,1-Regular school,High,580
1903690,190369002187,ANKENY CENTENNIAL HIGH SCHOOL,1-Regular school,High,1340
1903690,190369000071,ANKENY HIGH SCHOOL,1-Regular school,High,1337
0625830,062583011453,ANN SOBRATO HIGH,1-Regular school,High,1476
4808340,480834000207,ANNA H S,1-Regular school,High,1080
3910004,391000403683,ANNA HIGH SCHOOL,1-Regular school,High,302
1703780,170378000067,ANNA-JONESBORO HIGH SCHOOL,1-Regular school,High,522
5101260,510126000423,ANNANDALE HIGH,1-Regular school,High,2233
2703150,270315001825,ANNANDALE SENIOR HIGH,1-Regular school,High,583
2400060,240006000037,ANNAPOLIS HIGH,1-Regular school,High,2134
2611610,261161004618,ANNAPOLIS HIGH SCHOOL,1-Regular school,High,715
1703810,170381000069,ANNAWAN HIGH SCHOOL,1-Regular school,High,94
0100090,010009000011,ANNISTON HIGH SCHOOL,1-Regular school,High,415
4202490,420249002725,ANNVILLE CLEONA HS,1-Regular school,High,475
2703180,270318000096,ANOKA HIGH SCHOOL,1-Regular school,High,2272
3100010,310001000022,ANSELMO-MERNA HIGH SCHOOL,1-Regular school,High,107
3103060,310306000024,ANSLEY HIGH SCHOOL,1-Regular school,High,78
3700180,370018002748,ANSON CO. EARLY COLLEGE HIGH,1-Regular school,High,251
4808400,480840000208,ANSON H S,1-Regular school,High,219
3700180,370018002054,ANSON HIGH SCHOOL,1-Regular school,High,646
0900060,090006010002,ANSONIA HIGH SCHOOL,1-Regular school,High,503
3904662,390466202611,ANSONIA HIGH SCHOOL,1-Regular school,High,212
0633630,063363012310,ANTELOPE HIGH,1-Regular school,High,1862
0400720,040072000034,ANTELOPE UNION HIGH SCHOOL,1-Regular school,High,189
0602820,060282000203,ANTELOPE VALLEY HIGH,1-Regular school,High,1447
5509780,550978003132,ANTHONY ACRES SCHOOL,1-Regular school,High,29
4808430,480843000212,ANTHONY H S,1-Regular school,High,227
3904820,390482003144,ANTHONY WAYNE HIGH SCHOOL,1-Regular school,High,1369
4202480,420248000820,ANTIETAM MS/HS,1-Regular school,High,508
5500360,550036000037,ANTIGO HIGH,1-Regular school,High,844
1703870,170387000075,ANTIOCH COMM HIGH SCHOOL,1-Regular school,High,1344
0602850,060285000207,ANTIOCH HIGH,1-Regular school,High,1989
4703180,470318001257,ANTIOCH HIGH SCHOOL,1-Regular school,High,1854
4003060,400306000057,ANTLERS HS,1-Regular school,High,241
3600085,360008505984,ANTONIA PANTOJA PREPARATORY ACADEMY - A COLLEGE BOARD SCHOOL,1-Regular school,High,400
0802130,080213000035,ANTONITO HIGH SCHOOL,1-Regular school,High,44
3904899,390489903468,ANTWERP LOCAL HIGH SCHOOL,1-Regular school,High,187
0691136,069113603761,ANZAR HIGH,1-Regular school,High,328
4005010,400501005013,APACHE HS,1-Regular school,High,167
0400790,040079000043,APACHE JUNCTION HIGH SCHOOL,1-Regular school,High,890
1300290,130029002350,APALACHEE HIGH SCHOOL,1-Regular school,High,1917
0601761,060176112312,APEX ACADEMY,1-Regular school,High,352
3704720,370472003351,APEX FRIENDSHIP HIGH,1-Regular school,High,2742
3704720,370472001829,APEX HIGH,1-Regular school,High,2229
1903750,190375001337,APLINGTON-PARKERSBURG HIGH SCHOOL,1-Regular school,High,241
2101470,210147000295,APOLLO HIGH SCHOOL,1-Regular school,High,1473
0403450,040345000275,APOLLO HIGH SCHOOL,1-Regular school,High,2082
2733510,273351001479,APOLLO SENIOR HIGH,1-Regular school,High,1327
4202550,420255002320,APOLLO-RIDGE HS,1-Regular school,High,328
1201440,120144001455,APOPKA HIGH,1-Regular school,High,3420
4808490,480849000216,APPLE SPRINGS H S,1-Regular school,High,76
0600017,060001709098,APPLE VALLEY HIGH,1-Regular school,High,2116
2732390,273239001373,APPLE VALLEY SENIOR HIGH,1-Regular school,High,1791
2903120,290312000019,APPLETON CITY HIGH,1-Regular school,High,181
5500390,550039002549,APPLETON ESCHOOL,1-Regular school,High,55
0625470,062547012972,APPLIED TECHNOLOGY CENTER,1-Regular school,High,508
1300060,130006000010,APPLING COUNTY HIGH SCHOOL,1-Regular school,High,1004
5100240,510024000076,APPOMATTOX COUNTY HIGH,1-Regular school,High,679
2505070,250507000746,APPONEQUET REGIONAL HIGH,1-Regular school,High,753
1000080,100008000225,APPOQUINIMINK HIGH SCHOOL,1-Regular school,High,1613
3700439,370043903463,APPRENTICE ACADEMY HIGH SCHOOL,1-Regular school,High,282
0629490,062949004535,APTOS HIGH,1-Regular school,High,1435
0100100,010010000028,ARAB HIGH SCHOOL,1-Regular school,High,758
1301740,130174003915,ARABIA MOUNTAIN HIGH SCHOOL - ACADEMY OF ENGINEERING- MEDIC,1-Regular school,High,1257
0634980,063498005919,ARAGON HIGH,1-Regular school,High,1734
4808580,480858000224,ARANSAS PASS H S,1-Regular school,High,505
4003120,400312029657,ARAPAHO-BUTLER HS,1-Regular school,High,120
5600960,560096000367,ARAPAHOE CHARTER HIGH SCHOOL,1-Regular school,High,32
0805310,080531000873,ARAPAHOE HIGH SCHOOL,1-Regular school,High,2033
3103090,310309000026,ARAPAHOE HIGH SCHOOL,1-Regular school,High,147
2600989,260098908273,ARBOR PREPARATORY HIGH SCHOOL,1-Regular school,High,332
3200060,320006000661,ARBOR VIEW HS,1-Regular school,High,3260
2700355,270035504151,ARCADIA CHARTER SCHOOL,1-Regular school,High,108
5100060,510006002028,ARCADIA HIGH,1-Regular school,High,687
5500420,550042000068,ARCADIA HIGH,1-Regular school,High,389
0602970,060297000223,ARCADIA HIGH,1-Regular school,High,3032
0407570,040757000640,ARCADIA HIGH SCHOOL,1-Regular school,High,1418
3910002,391000202888,ARCADIA HIGH SCHOOL,1-Regular school,High,197
3103120,310312000028,ARCADIA HIGH SCHOOL,1-Regular school,High,53
3612630,361263001031,ARCADIA HIGH SCHOOL,1-Regular school,High,1076
2200210,220021000090,ARCADIA HIGH SCHOOL,1-Regular school,High,251
2903150,290315000022,ARCADIA VALLEY HIGH,1-Regular school,High,331
3904663,390466302614,ARCANUM HIGH SCHOOL,1-Regular school,High,332
0603030,060303000238,ARCATA HIGH,1-Regular school,High,942
3904704,390470402757,ARCHBOLD HIGH SCHOOL,1-Regular school,High,354
4808610,480861000229,ARCHER CITY H S,1-Regular school,High,239
1302550,130255003838,ARCHER HIGH SCHOOL,1-Regular school,High,2901
2903200,290320000025,ARCHIE HIGH,1-Regular school,High,282
0638790,063879006525,ARCHIE WILLIAMS HIGH,1-Regular school,High,1355
1200390,120039007456,ARCHIMEDEAN UPPER CONSERVATORY,1-Regular school,High,315
3600085,360008505985,ARCHIMEDES ACAD-MATH SCI TECH,1-Regular school,High,584
0602277,060227712465,ARCHITECTURE CONSTRUCTION & ENGINEERING CHARTER HIGH (ACE),1-Regular school,High,256
1703960,170396000083,ARCOLA HIGH SCHOOL,1-Regular school,High,324
0102100,010210000797,ARDMORE HIGH SCHOOL,1-Regular school,High,991
4003180,400318029637,ARDMORE HS,1-Regular school,High,777
3702970,370297002910,ARDREY KELL HIGH SCHOOL,1-Regular school,High,3437
3603180,360318000080,ARDSLEY HIGH SCHOOL,1-Regular school,High,707
1703990,170399000085,ARGENTA-OREANA HIGH SCHOOL,1-Regular school,High,282
1704020,170402000088,ARGO COMMUNITY HIGH SCHOOL,1-Regular school,High,1923
0602450,060245008787,ARGONAUT HIGH,1-Regular school,High,532
2003430,200343000742,ARGONIA HIGH,1-Regular school,High,82
1800180,180018000048,ARGOS COMM JR-SR HIGH SCHOOL,1-Regular school,High,347
2500552,250055202827,ARGOSY COLLEGIATE CHARTER SCHOOL,1-Regular school,High,571
4808670,480867008769,ARGYLE H S,1-Regular school,High,1150
5500450,550045000070,ARGYLE HIGH,1-Regular school,High,80
3603210,360321000083,ARGYLE JUNIOR/SENIOR HIGH SCHOOL,1-Regular school,High,218
0802220,080222000042,ARICKAREE UNDIVIDED HIGH SCHOOL,1-Regular school,High,50
0602462,060246212040,ARISE HIGH,1-Regular school,High,387
4800019,480001913071,ARISTOI CLASSICAL UPPER SCHOOL,1-Regular school,High,557
0400828,040082803199,ARIZONA AGRIBUSINESS & EQUINE CENTER - ESTRELLA,1-Regular school,High,486
0400969,040096903543,ARIZONA AGRIBUSINESS & EQUINE CENTER INC. - MESA,1-Regular school,High,79
0400838,040083803243,ARIZONA AGRIBUSINESS & EQUINE CENTER INC. - PRESCOTT VALLEY,1-Regular school,High,310
0400426,040042602528,ARIZONA AGRIBUSINESS & EQUINE CENTER INC. - RED MOUNTAIN,1-Regular school,High,126
0400862,040086201783,ARIZONA COLLEGE PREP ACADEMY,1-Regular school,High,74
0401870,040187002822,ARIZONA COLLEGE PREP HIGH SCHOOL,1-Regular school,High,840
0400653,040065303069,ARIZONA CONSERVATORY FOR ARTS AND ACADEMICS,1-Regular school,High,164
0400056,040005600781,ARIZONA SCHOOL FOR THE ARTS,1-Regular school,High,839
0500390,050039001561,ARK CONSOLIDATED HIGH SCHOOL,1-Regular school,High,63
0502430,050243000018,ARKADELPHIA HIGH SCHOOL,1-Regular school,High,553
0500055,050005501508,ARKANSAS ARTS ACADEMY HIGH SCHOOL,1-Regular school,High,637
2003450,200345001241,ARKANSAS CITY HIGH,1-Regular school,High,787
0513110,051311001068,ARKANSAS HIGH SCHOOL,1-Regular school,High,1069
0500394,050039401604,ARKANSAS VIRTUAL ACADEMY HIGH SCHOOL,1-Regular school,High,1331
4003210,400321029694,ARKOMA HS,1-Regular school,High,108
3002250,300225000020,ARLEE HIGH SCHOOL,1-Regular school,High,115
0622710,062271011652,ARLETA HIGH,1-Regular school,High,1252
5100270,510027002875,ARLINGTON COMMUNITY HIGH,1-Regular school,High,171
4808700,480870000232,ARLINGTON H S,1-Regular school,High,2674
4819700,481970001830,ARLINGTON HEIGHTS H S,1-Regular school,High,1993
4700152,470015202075,ARLINGTON HIGH,1-Regular school,High,2163
2501980,250198000053,ARLINGTON HIGH,1-Regular school,High,1409
0633150,063315005131,ARLINGTON HIGH,1-Regular school,High,1927
3103130,310313000030,ARLINGTON HIGH SCHOOL,1-Regular school,High,326
3603270,360327000088,ARLINGTON HIGH SCHOOL,1-Regular school,High,2701
5300240,530024000023,ARLINGTON HIGH SCHOOL,1-Regular school,High,1588
4603720,460372000022,ARLINGTON HIGH SCHOOL - 01,1-Regular school,High,84
3904742,390474202890,ARLINGTON LOCAL HIGH SCHOOL,1-Regular school,High,246
5001830,500183000005,ARLINGTON MEMORIAL,1-Regular school,High,216
2200540,220054000340,ARLINGTON PREPARATORY ACADEMY,1-Regular school,High,93
2603240,260324004042,ARMADA HIGH SCHOOL,1-Regular school,High,595
4109630,410963001489,ARMADILLO TECHNICAL INSTITUTE,1-Regular school,High,70
0613360,061336001510,ARMIJO HIGH,1-Regular school,High,2032
0502550,050255000027,ARMOREL HIGH SCHOOL,1-Regular school,High,182
4603780,460378000024,ARMOUR HIGH SCHOOL - 01,1-Regular school,High,56
5103240,510324002082,ARMSTRONG HIGH,1-Regular school,High,771
1704230,170423000119,ARMSTRONG HIGH SCHOOL,1-Regular school,High,138
4202590,420259007569,ARMSTRONG JSHS,1-Regular school,High,1599
1302190,130219002375,ARMUCHEE HIGH SCHOOL,1-Regular school,High,663
1200870,120087002505,ARMWOOD HIGH SCHOOL,1-Regular school,High,2153
4003240,400324000078,ARNETT HS,1-Regular school,High,48
3100073,310007300032,ARNOLD HIGH SCHOOL,1-Regular school,High,75
0640150,064015010994,ARNOLD O. BECKMAN HIGH,1-Regular school,High,2938
4808730,480873000270,ARP H S,1-Regular school,High,252
5506180,550618000678,ARROWHEAD HIGH,1-Regular school,High,2084
3501500,350150001105,ARROWHEAD PARK MEDICAL ACADEMY,1-Regular school,High,250
